nitrogen,potassium,phosphorus,temperature,humidity,moisture,crop,soil_type,fertilizer_name,ph,organic_carbon,region,date,ec,nitrogen_is_zero,nitrogen_was_missing,phosphorus_is_zero,phosphorus_was_missing,potassium_is_zero,potassium_was_missing
11,16,14,28.87,57.65,56.9,Barley,Black,28-28,,,,,,0,0,0,0,0,0
13,0,38,33.72,61.76,45.98,Maize,Clayey,10-26-26,,,,,,0,0,0,0,1,0
40,0,4,30.63,60.56,22.33,Maize,Black,Urea,,,,,,0,0,0,0,1,0
38,0,2,27.05,50.1,30.22,Maize,Sandy,14-35-14,,,,,,0,0,0,0,1,0
37,0,0,22.79,59.47,28.56,Millets,Sandy,10-26-26,,,,,,0,0,1,0,1,0
14,18,11,38.77,55.67,55.59,Paddy,Clayey,DAP,,,,,,0,0,0,0,0,0
14,10,17,28.8,49.98,58.83,Sugarcane,Black,20-20,,,,,,0,0,0,0,0,0
12,15,15,27.76,65.79,45.56,Ground Nuts,Loamy,14-35-14,,,,,,0,0,0,0,0,0
18,17,10,22.48,53.68,29.96,Millets,Clayey,10-26-26,,,,,,0,0,0,0,0,0
45,1,3,32.73,55.44,47.85,Ground Nuts,Clayey,10-26-26,,,,,,0,0,0,0,0,0
19,13,13,24.2,41.69,33.6,Ground Nuts,Red,10-26-26,,,,,,0,0,0,0,0,0
10,11,24,40.0,67.75,57.85,Barley,Loamy,DAP,,,,,,0,0,0,0,0,0
11,14,32,26.86,46.9,28.95,Wheat,Clayey,10-26-26,,,,,,0,0,0,0,0,0
6,16,17,24.44,46.56,30.45,Ground Nuts,Red,20-20,,,,,,0,0,0,0,0,0
0,15,18,27.95,69.26,31.79,Ground Nuts,Red,10-26-26,,,,,,1,0,0,0,0,0
11,0,8,30.57,47.43,58.26,Ground Nuts,Sandy,20-20,,,,,,0,0,0,0,1,0
9,3,9,24.1,63.6,25.87,Sugarcane,Clayey,14-35-14,,,,,,0,0,0,0,0,0
13,1,41,37.79,62.57,61.86,Sugarcane,Clayey,20-20,,,,,,0,0,0,0,0,0
12,19,12,28.18,65.54,54.63,Millets,Clayey,Urea,,,,,,0,0,0,0,0,0
13,0,40,35.83,76.88,66.33,Sugarcane,Red,14-35-14,,,,,,0,0,0,0,1,0
10,3,13,33.04,56.04,63.33,Maize,Black,Urea,,,,,,0,0,0,0,0,0
37,3,0,36.49,74.83,63.59,Sugarcane,Red,28-28,,,,,,0,0,1,0,0,0
6,2,15,30.11,48.12,54.43,Maize,Red,28-28,,,,,,0,0,0,0,0,0
39,4,0,32.82,65.38,24.04,Ground Nuts,Red,28-28,,,,,,0,0,1,0,0,0
10,0,14,32.87,59.11,59.71,Sugarcane,Clayey,Urea,,,,,,0,0,0,0,1,0
15,9,17,30.81,51.96,35.61,Millets,Loamy,20-20,,,,,,0,0,0,0,0,0
18,2,32,32.86,68.29,37.77,Maize,Black,Urea,,,,,,0,0,0,0,0,0
9,17,11,22.72,50.47,51.87,Sugarcane,Black,DAP,,,,,,0,0,0,0,0,0
43,0,3,32.33,74.41,49.11,Ground Nuts,Loamy,14-35-14,,,,,,0,0,0,0,1,0
33,0,0,31.57,59.49,44.41,Wheat,Loamy,10-26-26,,,,,,0,0,1,0,1,0
30,1,0,23.64,54.21,33.68,Barley,Clayey,Urea,,,,,,0,0,1,0,0,0
14,2,13,35.48,68.25,34.7,Wheat,Clayey,14-35-14,,,,,,0,0,0,0,0,0
7,0,11,29.3,44.76,52.52,Paddy,Red,17-17-17,,,,,,0,0,0,0,1,0
10,11,15,31.85,56.67,68.54,Sugarcane,Sandy,10-26-26,,,,,,0,0,0,0,0,0
9,4,17,37.34,56.16,66.28,Ground Nuts,Loamy,DAP,,,,,,0,0,0,0,0,0
11,10,28,39.21,74.83,33.14,Wheat,Sandy,14-35-14,,,,,,0,0,0,0,0,0
9,1,36,35.11,67.52,40.53,Paddy,Black,DAP,,,,,,0,0,0,0,0,0
20,1,22,30.26,42.39,34.0,Wheat,Black,28-28,,,,,,0,0,0,0,0,0
40,0,0,27.72,47.55,65.62,Wheat,Sandy,17-17-17,,,,,,0,0,1,0,1,0
12,3,31,39.16,75.73,34.03,Sugarcane,Black,14-35-14,,,,,,0,0,0,0,0,0
8,0,8,32.11,68.19,40.77,Paddy,Clayey,DAP,,,,,,0,0,0,0,1,0
11,11,14,33.45,64.37,58.6,Millets,Loamy,14-35-14,,,,,,0,0,0,0,0,0
36,0,0,32.97,58.85,60.26,Paddy,Black,20-20,,,,,,0,0,1,0,1,0
8,1,42,34.98,59.82,34.18,Millets,Loamy,DAP,,,,,,0,0,0,0,0,0
39,2,2,28.85,45.61,27.28,Millets,Clayey,DAP,,,,,,0,0,0,0,0,0
10,1,39,32.15,59.62,52.44,Wheat,Red,28-28,,,,,,0,0,0,0,0,0
9,4,42,31.55,52.46,20.0,Sugarcane,Sandy,17-17-17,,,,,,0,0,0,0,0,0
25,3,20,25.85,47.66,44.43,Ground Nuts,Clayey,10-26-26,,,,,,0,0,0,0,0,0
45,0,0,29.09,53.7,30.89,Sugarcane,Red,Urea,,,,,,0,0,1,0,1,0
22,1,15,35.09,73.25,64.96,Paddy,Red,20-20,,,,,,0,0,0,0,0,0
22,0,22,36.03,68.01,34.95,Barley,Red,20-20,,,,,,0,0,0,0,1,0
10,0,36,37.72,53.18,50.18,Millets,Red,Urea,,,,,,0,0,0,0,1,0
12,13,11,34.19,58.06,70.0,Paddy,Loamy,10-26-26,,,,,,0,0,0,0,0,0
19,0,22,24.85,44.22,44.43,Ground Nuts,Black,10-26-26,,,,,,0,0,0,0,1,0
28,4,21,26.79,51.89,45.51,Maize,Sandy,14-35-14,,,,,,0,0,0,0,0,0
12,4,35,29.28,54.11,33.43,Sugarcane,Loamy,Urea,,,,,,0,0,0,0,0,0
5,10,33,23.96,52.37,25.81,Maize,Sandy,DAP,,,,,,0,0,0,0,0,0
33,0,4,36.64,64.68,42.16,Wheat,Black,Urea,,,,,,0,0,0,0,1,0
34,0,1,26.37,60.29,50.88,Millets,Black,14-35-14,,,,,,0,0,0,0,1,0
13,1,34,33.21,79.62,35.61,Barley,Loamy,Urea,,,,,,0,0,0,0,0,0
9,0,38,34.78,55.26,29.66,Ground Nuts,Black,10-26-26,,,,,,0,0,0,0,1,0
41,1,0,31.53,61.06,40.48,Ground Nuts,Black,28-28,,,,,,0,0,1,0,0,0
11,2,45,26.71,49.27,30.54,Ground Nuts,Sandy,28-28,,,,,,0,0,0,0,0,0
7,10,32,25.99,57.23,60.76,Ground Nuts,Sandy,20-20,,,,,,0,0,0,0,0,0
17,0,36,32.14,67.16,57.06,Sugarcane,Clayey,10-26-26,,,,,,0,0,0,0,1,0
9,0,6,29.09,65.94,42.43,Paddy,Loamy,20-20,,,,,,0,0,0,0,1,0
27,0,28,24.53,59.27,42.34,Sugarcane,Clayey,28-28,,,,,,0,0,0,0,1,0
7,0,9,37.56,61.34,62.16,Sugarcane,Black,10-26-26,,,,,,0,0,0,0,1,0
12,1,30,24.83,54.28,62.54,Maize,Clayey,10-26-26,,,,,,0,0,0,0,0,0
15,0,17,29.19,47.17,37.7,Ground Nuts,Black,20-20,,,,,,0,0,0,0,1,0
20,0,28,35.36,66.71,31.57,Wheat,Sandy,Urea,,,,,,0,0,0,0,1,0
13,4,34,32.94,58.58,52.48,Barley,Red,10-26-26,,,,,,0,0,0,0,0,0
9,7,33,39.46,69.85,20.0,Sugarcane,Red,Urea,,,,,,0,0,0,0,0,0
2,12,15,29.13,62.34,26.54,Wheat,Red,17-17-17,,,,,,0,0,0,0,0,0
5,0,34,39.89,68.39,50.49,Paddy,Black,20-20,,,,,,0,0,0,0,1,0
38,0,0,23.49,45.84,58.18,Wheat,Clayey,Urea,,,,,,0,0,1,0,1,0
14,0,11,30.68,63.25,46.38,Paddy,Black,14-35-14,,,,,,0,0,0,0,1,0
16,18,10,27.17,69.52,47.69,Maize,Sandy,17-17-17,,,,,,0,0,0,0,0,0
12,0,31,35.51,72.18,36.2,Maize,Loamy,DAP,,,,,,0,0,0,0,1,0
6,12,32,32.08,55.08,52.81,Ground Nuts,Red,DAP,,,,,,0,0,0,0,0,0
38,0,0,35.09,72.5,46.73,Barley,Sandy,DAP,,,,,,0,0,1,0,1,0
3,12,27,28.54,63.37,52.98,Sugarcane,Clayey,17-17-17,,,,,,0,0,0,0,0,0
16,0,11,31.89,59.31,30.26,Millets,Red,28-28,,,,,,0,0,0,0,1,0
20,3,20,27.42,62.06,43.64,Maize,Clayey,17-17-17,,,,,,0,0,0,0,0,0
41,0,1,32.76,48.27,44.77,Millets,Clayey,10-26-26,,,,,,0,0,0,0,1,0
12,3,26,24.71,53.0,33.7,Millets,Sandy,14-35-14,,,,,,0,0,0,0,0,0
16,1,36,37.83,62.2,38.9,Sugarcane,Red,DAP,,,,,,0,0,0,0,0,0
39,2,2,29.62,67.51,41.82,Wheat,Clayey,28-28,,,,,,0,0,0,0,0,0
44,0,0,24.95,54.7,25.03,Wheat,Sandy,DAP,,,,,,0,0,1,0,1,0
12,0,35,34.84,66.6,26.52,Ground Nuts,Red,17-17-17,,,,,,0,0,0,0,1,0
9,9,15,34.76,66.83,47.24,Wheat,Clayey,DAP,,,,,,0,0,0,0,0,0
3,5,30,34.36,59.48,61.29,Maize,Sandy,14-35-14,,,,,,0,0,0,0,0,0
6,5,33,33.1,52.18,63.48,Wheat,Red,20-20,,,,,,0,0,0,0,0,0
34,0,0,33.29,57.7,37.44,Millets,Black,Urea,,,,,,0,0,1,0,1,0
14,1,16,28.76,54.72,37.74,Wheat,Red,DAP,,,,,,0,0,0,0,0,0
10,18,12,26.27,49.13,21.16,Ground Nuts,Sandy,28-28,,,,,,0,0,0,0,0,0
38,0,1,31.58,66.26,59.62,Paddy,Sandy,DAP,,,,,,0,0,0,0,1,0
8,19,20,33.11,71.83,57.15,Paddy,Loamy,17-17-17,,,,,,0,0,0,0,0,0
27,2,20,25.72,60.71,43.46,Wheat,Clayey,28-28,,,,,,0,0,0,0,0,0
12,11,30,29.16,50.01,56.58,Maize,Clayey,14-35-14,,,,,,0,0,0,0,0,0
8,0,17,40.0,74.03,39.34,Paddy,Loamy,10-26-26,,,,,,0,0,0,0,1,0
13,0,10,28.03,53.76,60.86,Wheat,Sandy,Urea,,,,,,0,0,0,0,1,0
25,0,19,29.86,59.28,62.62,Maize,Sandy,20-20,,,,,,0,0,0,0,1,0
15,4,39,23.9,44.45,32.53,Barley,Red,10-26-26,,,,,,0,0,0,0,0,0
27,0,19,30.2,57.56,52.01,Wheat,Loamy,17-17-17,,,,,,0,0,0,0,1,0
22,3,22,21.51,55.9,45.54,Maize,Clayey,28-28,,,,,,0,0,0,0,0,0
10,0,40,28.78,66.87,49.42,Millets,Clayey,10-26-26,,,,,,0,0,0,0,1,0
33,3,0,30.85,67.85,27.32,Ground Nuts,Loamy,20-20,,,,,,0,0,1,0,0,0
3,18,17,30.37,61.22,43.8,Paddy,Loamy,Urea,,,,,,0,0,0,0,0,0
13,0,36,33.88,72.42,32.65,Ground Nuts,Black,DAP,,,,,,0,0,0,0,1,0
7,0,38,40.0,79.99,35.61,Sugarcane,Loamy,10-26-26,,,,,,0,0,0,0,1,0
12,8,33,33.2,53.06,64.27,Sugarcane,Sandy,14-35-14,,,,,,0,0,0,0,0,0
34,0,0,27.05,50.17,43.61,Millets,Loamy,14-35-14,,,,,,0,0,1,0,1,0
37,2,0,25.34,51.56,38.67,Barley,Clayey,10-26-26,,,,,,0,0,1,0,0,0
42,3,1,24.41,53.52,66.7,Millets,Black,14-35-14,,,,,,0,0,0,0,0,0
12,0,10,30.88,56.44,68.29,Maize,Sandy,20-20,,,,,,0,0,0,0,1,0
13,0,37,26.62,58.03,23.34,Ground Nuts,Sandy,20-20,,,,,,0,0,0,0,1,0
8,0,18,30.9,68.66,34.94,Wheat,Clayey,20-20,,,,,,0,0,0,0,1,0
21,2,14,32.61,63.84,45.4,Sugarcane,Black,10-26-26,,,,,,0,0,0,0,0,0
36,0,0,25.11,49.18,41.82,Paddy,Red,DAP,,,,,,0,0,1,0,1,0
15,2,38,31.05,52.85,37.01,Sugarcane,Clayey,17-17-17,,,,,,0,0,0,0,0,0
21,4,21,29.6,70.57,54.2,Sugarcane,Black,14-35-14,,,,,,0,0,0,0,0,0
35,1,0,27.69,55.28,34.84,Ground Nuts,Clayey,10-26-26,,,,,,0,0,1,0,0,0
40,0,0,39.91,76.62,45.94,Millets,Red,20-20,,,,,,0,0,1,0,1,0
10,8,26,27.11,66.09,67.85,Wheat,Black,20-20,,,,,,0,0,0,0,0,0
34,0,0,30.72,62.41,35.53,Barley,Sandy,14-35-14,,,,,,0,0,1,0,1,0
42,2,0,24.51,46.17,65.49,Sugarcane,Sandy,10-26-26,,,,,,0,0,1,0,0,0
17,2,19,35.48,55.43,28.66,Millets,Red,10-26-26,,,,,,0,0,0,0,0,0
17,0,40,35.39,65.38,54.92,Paddy,Sandy,10-26-26,,,,,,0,0,0,0,1,0
10,4,43,26.3,62.73,20.0,Millets,Black,10-26-26,,,,,,0,0,0,0,0,0
12,9,23,28.26,50.41,34.56,Barley,Clayey,17-17-17,,,,,,0,0,0,0,0,0
22,2,20,37.61,60.54,64.55,Maize,Loamy,28-28,,,,,,0,0,0,0,0,0
33,0,0,30.21,59.88,47.25,Paddy,Loamy,Urea,,,,,,0,0,1,0,1,0
12,0,9,30.9,52.93,43.05,Millets,Red,14-35-14,,,,,,0,0,0,0,1,0
11,0,39,38.8,74.45,38.5,Ground Nuts,Red,20-20,,,,,,0,0,0,0,1,0
39,0,0,29.07,73.52,52.71,Millets,Loamy,28-28,,,,,,0,0,1,0,1,0
18,2,19,29.8,52.93,39.95,Sugarcane,Black,DAP,,,,,,0,0,0,0,0,0
39,0,1,33.53,68.45,31.56,Sugarcane,Red,17-17-17,,,,,,0,0,0,0,1,0
42,4,0,35.43,73.21,53.28,Wheat,Loamy,10-26-26,,,,,,0,0,1,0,0,0
12,11,34,29.54,60.61,54.07,Sugarcane,Loamy,DAP,,,,,,0,0,0,0,0,0
23,0,23,38.11,69.4,54.47,Wheat,Black,14-35-14,,,,,,0,0,0,0,1,0
13,17,11,26.28,48.37,65.31,Millets,Black,10-26-26,,,,,,0,0,0,0,0,0
34,0,0,36.48,63.87,20.37,Sugarcane,Sandy,Urea,,,,,,0,0,1,0,1,0
11,2,11,36.73,56.57,49.51,Millets,Red,10-26-26,,,,,,0,0,0,0,0,0
20,0,19,32.23,54.15,54.33,Sugarcane,Red,DAP,,,,,,0,0,0,0,1,0
37,0,0,32.17,63.37,31.63,Ground Nuts,Red,20-20,,,,,,0,0,1,0,1,0
36,0,0,29.44,50.92,34.24,Barley,Loamy,20-20,,,,,,0,0,1,0,1,0
10,3,14,25.42,52.97,21.71,Paddy,Red,17-17-17,,,,,,0,0,0,0,0,0
7,1,8,29.19,61.81,48.68,Sugarcane,Clayey,17-17-17,,,,,,0,0,0,0,0,0
8,2,5,27.44,54.73,62.9,Maize,Clayey,28-28,,,,,,0,0,0,0,0,0
9,3,41,25.08,66.46,20.54,Millets,Clayey,28-28,,,,,,0,0,0,0,0,0
13,0,34,32.32,58.02,68.23,Sugarcane,Sandy,10-26-26,,,,,,0,0,0,0,1,0
12,14,18,28.86,61.44,55.03,Sugarcane,Clayey,20-20,,,,,,0,0,0,0,0,0
39,0,0,36.97,72.6,43.87,Ground Nuts,Sandy,14-35-14,,,,,,0,0,1,0,1,0
8,2,39,33.36,62.22,24.56,Millets,Sandy,10-26-26,,,,,,0,0,0,0,0,0
13,0,17,28.16,53.4,40.78,Millets,Sandy,20-20,,,,,,0,0,0,0,1,0
13,0,41,36.49,75.76,26.28,Wheat,Black,Urea,,,,,,0,0,0,0,1,0
5,8,26,25.35,50.13,25.76,Maize,Red,10-26-26,,,,,,0,0,0,0,0,0
8,0,11,28.71,64.1,44.78,Maize,Loamy,14-35-14,,,,,,0,0,0,0,1,0
19,0,25,30.79,63.59,37.55,Millets,Clayey,20-20,,,,,,0,0,0,0,1,0
38,2,3,26.02,48.46,37.47,Ground Nuts,Loamy,28-28,,,,,,0,0,0,0,0,0
6,0,36,36.2,58.84,44.43,Millets,Clayey,10-26-26,,,,,,0,0,0,0,1,0
24,0,28,35.97,56.08,39.97,Sugarcane,Black,14-35-14,,,,,,0,0,0,0,1,0
12,2,40,36.44,69.49,70.0,Ground Nuts,Loamy,20-20,,,,,,0,0,0,0,0,0
4,14,15,28.75,45.15,32.3,Sugarcane,Clayey,20-20,,,,,,0,0,0,0,0,0
12,1,42,31.11,63.86,68.38,Paddy,Loamy,14-35-14,,,,,,0,0,0,0,0,0
10,2,43,26.43,45.04,30.14,Sugarcane,Black,DAP,,,,,,0,0,0,0,0,0
35,0,0,29.0,73.39,38.46,Wheat,Clayey,Urea,,,,,,0,0,1,0,1,0
10,0,37,37.55,62.6,24.11,Paddy,Sandy,10-26-26,,,,,,0,0,0,0,1,0
33,0,0,26.18,47.19,39.82,Barley,Loamy,DAP,,,,,,0,0,1,0,1,0
11,12,26,33.14,68.2,49.7,Paddy,Clayey,17-17-17,,,,,,0,0,0,0,0,0
43,3,0,31.92,67.01,48.12,Ground Nuts,Red,28-28,,,,,,0,0,1,0,0,0
13,5,30,33.98,51.19,32.23,Sugarcane,Red,Urea,,,,,,0,0,0,0,0,0
6,6,32,28.65,49.45,27.65,Ground Nuts,Loamy,17-17-17,,,,,,0,0,0,0,0,0
8,15,19,35.77,60.14,36.61,Maize,Black,10-26-26,,,,,,0,0,0,0,0,0
15,14,16,38.55,58.08,53.88,Paddy,Loamy,17-17-17,,,,,,0,0,0,0,0,0
7,0,32,26.71,42.66,48.03,Millets,Black,28-28,,,,,,0,0,0,0,1,0
26,2,18,32.29,56.56,63.14,Barley,Loamy,10-26-26,,,,,,0,0,0,0,0,0
11,0,12,24.48,64.32,40.94,Ground Nuts,Clayey,17-17-17,,,,,,0,0,0,0,1,0
40,0,0,30.09,52.45,34.93,Barley,Black,20-20,,,,,,0,0,1,0,1,0
21,0,24,30.67,44.15,46.13,Maize,Loamy,28-28,,,,,,0,0,0,0,1,0
9,11,34,24.97,59.67,27.05,Paddy,Red,Urea,,,,,,0,0,0,0,0,0
7,4,43,33.86,62.68,37.06,Paddy,Loamy,10-26-26,,,,,,0,0,0,0,0,0
10,5,24,33.35,53.25,64.49,Millets,Sandy,28-28,,,,,,0,0,0,0,0,0
5,10,32,27.73,53.14,25.75,Sugarcane,Clayey,28-28,,,,,,0,0,0,0,0,0
25,0,22,37.09,56.19,40.03,Paddy,Loamy,Urea,,,,,,0,0,0,0,1,0
38,1,1,26.19,61.82,26.83,Ground Nuts,Sandy,DAP,,,,,,0,0,0,0,0,0
15,0,37,24.93,67.58,47.18,Millets,Red,20-20,,,,,,0,0,0,0,1,0
11,2,39,33.39,71.79,31.6,Wheat,Black,28-28,,,,,,0,0,0,0,0,0
11,8,27,32.93,56.53,28.8,Maize,Clayey,17-17-17,,,,,,0,0,0,0,0,0
20,3,27,36.94,53.17,24.98,Paddy,Sandy,20-20,,,,,,0,0,0,0,0,0
36,2,0,35.14,69.23,39.79,Ground Nuts,Sandy,17-17-17,,,,,,0,0,1,0,0,0
18,0,10,30.29,55.55,44.77,Wheat,Red,20-20,,,,,,0,0,0,0,1,0
7,0,7,21.54,43.75,56.74,Wheat,Clayey,10-26-26,,,,,,0,0,0,0,1,0
17,0,20,26.69,61.8,55.35,Paddy,Sandy,14-35-14,,,,,,0,0,0,0,1,0
8,7,25,37.94,60.1,56.48,Maize,Loamy,17-17-17,,,,,,0,0,0,0,0,0
5,4,14,30.62,46.34,61.19,Barley,Black,28-28,,,,,,0,0,0,0,0,0
7,22,14,24.14,45.84,44.84,Sugarcane,Black,20-20,,,,,,0,0,0,0,0,0
38,0,0,21.95,59.83,69.07,Wheat,Sandy,DAP,,,,,,0,0,1,0,1,0
14,0,38,24.98,67.9,70.0,Wheat,Loamy,10-26-26,,,,,,0,0,0,0,1,0
25,0,20,23.0,55.77,37.58,Sugarcane,Clayey,17-17-17,,,,,,0,0,0,0,1,0
6,0,34,31.65,69.41,33.59,Millets,Sandy,20-20,,,,,,0,0,0,0,1,0
36,0,3,30.68,61.61,38.4,Paddy,Loamy,14-35-14,,,,,,0,0,0,0,1,0
16,3,10,30.65,59.18,52.5,Paddy,Clayey,20-20,,,,,,0,0,0,0,0,0
28,0,20,31.58,55.46,70.0,Wheat,Red,DAP,,,,,,0,0,0,0,1,0
6,16,21,26.73,56.88,29.16,Maize,Red,14-35-14,,,,,,0,0,0,0,0,0
8,0,6,27.32,69.77,41.0,Barley,Loamy,10-26-26,,,,,,0,0,0,0,1,0
36,0,2,31.49,69.94,50.94,Paddy,Black,14-35-14,,,,,,0,0,0,0,1,0
11,1,38,39.76,50.39,44.02,Wheat,Red,17-17-17,,,,,,0,0,0,0,0,0
11,5,32,28.09,68.54,27.88,Maize,Red,10-26-26,,,,,,0,0,0,0,0,0
35,0,2,33.09,77.6,43.37,Maize,Clayey,Urea,,,,,,0,0,0,0,1,0
11,10,13,27.89,49.02,36.06,Millets,Black,DAP,,,,,,0,0,0,0,0,0
20,4,26,31.17,69.37,43.42,Sugarcane,Sandy,20-20,,,,,,0,0,0,0,0,0
6,0,9,31.53,56.66,34.79,Ground Nuts,Clayey,10-26-26,,,,,,0,0,0,0,1,0
6,4,34,36.4,62.17,27.49,Ground Nuts,Loamy,20-20,,,,,,0,0,0,0,0,0
36,0,0,29.6,51.91,43.03,Sugarcane,Sandy,10-26-26,,,,,,0,0,1,0,1,0
6,7,25,31.32,65.36,47.86,Sugarcane,Black,28-28,,,,,,0,0,0,0,0,0
25,3,21,32.98,67.67,45.92,Barley,Loamy,14-35-14,,,,,,0,0,0,0,0,0
3,0,14,28.48,49.43,44.67,Barley,Sandy,17-17-17,,,,,,0,0,0,0,1,0
8,3,29,28.02,48.84,51.42,Wheat,Sandy,28-28,,,,,,0,0,0,0,0,0
7,21,24,37.73,70.55,52.64,Paddy,Black,17-17-17,,,,,,0,0,0,0,0,0
21,0,19,27.7,62.14,37.45,Wheat,Sandy,10-26-26,,,,,,0,0,0,0,1,0
21,0,23,23.32,60.72,41.52,Sugarcane,Loamy,Urea,,,,,,0,0,0,0,1,0
17,0,21,23.39,59.59,32.49,Millets,Red,17-17-17,,,,,,0,0,0,0,1,0
16,19,9,31.91,64.57,48.22,Sugarcane,Sandy,28-28,,,,,,0,0,0,0,0,0
8,7,25,26.27,51.6,34.24,Wheat,Sandy,10-26-26,,,,,,0,0,0,0,0,0
6,10,31,25.72,53.66,21.91,Barley,Red,28-28,,,,,,0,0,0,0,0,0
6,15,23,28.01,42.25,31.47,Maize,Black,DAP,,,,,,0,0,0,0,0,0
4,0,12,22.55,43.39,55.77,Millets,Sandy,Urea,,,,,,0,0,0,0,1,0
35,4,0,34.51,66.37,51.86,Paddy,Black,28-28,,,,,,0,0,1,0,0,0
8,18,8,38.69,71.21,50.84,Wheat,Loamy,Urea,,,,,,0,0,0,0,0,0
22,0,13,30.33,52.42,35.68,Wheat,Sandy,DAP,,,,,,0,0,0,0,1,0
8,11,18,28.97,59.55,36.01,Wheat,Sandy,17-17-17,,,,,,0,0,0,0,0,0
39,0,2,35.45,70.4,26.6,Maize,Loamy,DAP,,,,,,0,0,0,0,1,0
10,16,23,31.27,70.01,49.6,Sugarcane,Red,10-26-26,,,,,,0,0,0,0,0,0
7,9,31,23.79,63.74,20.0,Wheat,Red,17-17-17,,,,,,0,0,0,0,0,0
9,4,17,31.04,45.07,31.17,Millets,Clayey,28-28,,,,,,0,0,0,0,0,0
41,4,0,31.74,64.98,31.38,Paddy,Loamy,10-26-26,,,,,,0,0,1,0,0,0
38,4,0,24.78,60.16,32.61,Maize,Sandy,DAP,,,,,,0,0,1,0,0,0
15,0,13,32.21,54.41,61.25,Maize,Clayey,28-28,,,,,,0,0,0,0,1,0
38,2,0,27.01,57.18,41.37,Barley,Clayey,28-28,,,,,,0,0,1,0,0,0
37,2,3,25.91,59.25,20.86,Ground Nuts,Clayey,20-20,,,,,,0,0,0,0,0,0
9,9,33,26.13,52.53,60.62,Maize,Sandy,DAP,,,,,,0,0,0,0,0,0
26,0,26,30.54,60.14,32.76,Sugarcane,Clayey,14-35-14,,,,,,0,0,0,0,1,0
23,0,22,31.78,66.16,38.27,Maize,Clayey,20-20,,,,,,0,0,0,0,1,0
24,0,19,22.1,52.62,42.41,Paddy,Black,17-17-17,,,,,,0,0,0,0,1,0
7,19,11,23.98,55.96,30.85,Wheat,Red,Urea,,,,,,0,0,0,0,0,0
44,0,0,35.61,66.92,54.5,Sugarcane,Clayey,DAP,,,,,,0,0,1,0,1,0
11,0,42,29.78,73.97,57.26,Paddy,Sandy,Urea,,,,,,0,0,0,0,1,0
40,0,3,32.94,74.58,61.13,Paddy,Clayey,10-26-26,,,,,,0,0,0,0,1,0
14,0,44,40.0,77.51,44.13,Paddy,Black,17-17-17,,,,,,0,0,0,0,1,0
2,6,33,31.51,69.17,49.11,Sugarcane,Red,17-17-17,,,,,,0,0,0,0,0,0
11,0,43,31.94,71.92,36.07,Maize,Black,17-17-17,,,,,,0,0,0,0,1,0
12,4,38,36.44,61.1,60.46,Millets,Red,14-35-14,,,,,,0,0,0,0,0,0
46,3,4,31.24,49.93,37.99,Maize,Black,17-17-17,,,,,,0,0,0,0,0,0
43,2,0,37.22,61.58,47.35,Ground Nuts,Loamy,14-35-14,,,,,,0,0,1,0,0,0
7,21,18,32.45,68.21,21.16,Ground Nuts,Sandy,Urea,,,,,,0,0,0,0,0,0
12,0,12,38.94,73.94,64.07,Maize,Red,17-17-17,,,,,,0,0,0,0,1,0
13,9,22,32.45,52.61,41.79,Sugarcane,Loamy,28-28,,,,,,0,0,0,0,0,0
26,0,17,32.41,66.99,33.52,Barley,Red,20-20,,,,,,0,0,0,0,1,0
13,9,12,37.99,74.34,48.62,Wheat,Clayey,10-26-26,,,,,,0,0,0,0,0,0
36,4,0,28.55,43.74,27.1,Barley,Clayey,20-20,,,,,,0,0,1,0,0,0
13,0,39,33.48,78.42,32.25,Paddy,Clayey,Urea,,,,,,0,0,0,0,1,0
42,0,0,38.37,71.47,41.35,Paddy,Red,20-20,,,,,,0,0,1,0,1,0
37,0,1,38.52,65.09,55.29,Sugarcane,Black,17-17-17,,,,,,0,0,0,0,1,0
36,0,0,32.42,57.29,59.35,Maize,Red,10-26-26,,,,,,0,0,1,0,1,0
10,0,38,33.54,62.45,27.73,Maize,Black,17-17-17,,,,,,0,0,0,0,1,0
21,0,26,22.94,55.21,33.2,Sugarcane,Black,DAP,,,,,,0,0,0,0,1,0
36,0,4,34.64,54.07,30.24,Ground Nuts,Red,20-20,,,,,,0,0,0,0,1,0
42,4,0,36.75,74.17,53.07,Millets,Black,28-28,,,,,,0,0,1,0,0,0
15,3,41,35.59,76.91,52.53,Millets,Clayey,17-17-17,,,,,,0,0,0,0,0,0
25,0,23,32.68,69.24,30.61,Ground Nuts,Loamy,DAP,,,,,,0,0,0,0,1,0
9,22,11,27.23,45.13,46.5,Millets,Red,14-35-14,,,,,,0,0,0,0,0,0
14,0,3,23.23,56.75,26.54,Wheat,Clayey,DAP,,,,,,0,0,0,0,1,0
4,10,32,32.08,56.04,57.99,Sugarcane,Sandy,14-35-14,,,,,,0,0,0,0,0,0
34,1,2,32.37,57.03,65.34,Paddy,Loamy,28-28,,,,,,0,0,0,0,0,0
21,0,23,32.77,65.31,56.5,Sugarcane,Loamy,10-26-26,,,,,,0,0,0,0,1,0
5,9,27,36.35,64.04,65.28,Barley,Black,Urea,,,,,,0,0,0,0,0,0
25,0,18,20.36,57.7,38.39,Ground Nuts,Red,DAP,,,,,,0,0,0,0,1,0
