Nitrogen,Phosphorus,Potassium,pH,Humidity,Temperature,Crop
49.93,43.74,163.92,6.63,60.12,29.92,Chili
53.75,48.92,261.58,6.12,66.93,29.96,Eggplant
73.53,57.47,243.76,6.58,70.88,21.38,Chili
48.55,51.61,219.77,6.44,70.45,27.34,Chili
97.29,64.61,264.03,6.07,62.02,28.57,Eggplant
69.3,49.57,242.15,6.16,75.6,20.61,Chili
51.87,44.36,199.37,6.11,76.55,22.02,Chili
75.21,40.86,185.2,6.4,78.29,26.53,Chili
85.13,65.58,228.84,5.59,68.09,31.25,Eggplant
53.34,37.86,161.98,6.05,63.53,29.89,Chili
77.72,50.13,201.26,5.62,65.89,26.96,Eggplant
93.24,41.24,277.15,6.4,63.35,29.98,Eggplant
56.83,63.79,299.54,6.25,68.14,26.01,Eggplant
69.01,61.19,266.46,6.14,67.43,25.51,Eggplant
96.88,41.9,298.31,6.05,62.05,22.82,Eggplant
44.4,52.78,153.88,6.05,78.95,29.49,Chili
55.92,67.15,242.64,5.88,64.13,31.8,Eggplant
70.76,38.81,182.22,6.69,63.56,21.7,Chili
63.13,56.84,178.57,6.58,74.44,27.75,Chili
46.39,50.65,177.14,6.13,69.88,20.39,Chili
68.95,49.34,246.35,6.05,78.44,27.76,Chili
74.5,43.02,197.02,6.69,64.84,28.04,Chili
67.59,59.86,259.72,6.33,60.3,26.6,Eggplant
61.71,32.27,182.71,6.28,75.17,28.38,Chili
99.26,65.91,268.6,5.55,60.63,29.94,Eggplant
92.78,50.03,206.0,5.67,64.04,23.11,Eggplant
58.47,36.52,158.92,6.08,79.4,26.14,Chili
77.9,51.39,280.96,6.79,65.04,30.64,Eggplant
50.56,40.85,292.49,5.72,64.79,28.2,Eggplant
76.89,52.48,204.13,6.54,65.17,27.76,Chili
57.24,37.12,216.26,6.63,67.62,29.11,Chili
58.14,49.16,244.91,6.42,63.22,22.33,Eggplant
96.89,44.21,209.62,6.35,63.06,31.71,Eggplant
72.22,42.25,203.03,6.5,66.82,24.58,Eggplant
61.55,67.33,247.28,6.79,66.34,24.3,Eggplant
50.83,34.8,248.94,6.69,73.09,29.94,Chili
56.88,60.13,269.09,6.62,62.71,29.99,Eggplant
60.33,44.43,214.11,6.33,77.63,24.49,Chili
70.42,56.31,183.59,6.25,68.35,26.87,Chili
63.96,52.45,156.73,6.42,74.08,29.64,Chili
86.34,69.68,285.25,6.35,66.88,25.19,Eggplant
75.76,54.19,210.61,6.18,71.03,28.79,Chili
62.65,38.5,219.57,6.14,61.99,20.11,Chili
83.8,66.34,259.71,5.82,64.98,25.96,Eggplant
54.05,69.79,273.38,5.61,60.09,30.66,Eggplant
65.3,49.55,233.3,6.61,79.15,23.71,Chili
43.24,38.69,246.33,6.21,69.62,28.18,Chili
51.18,46.65,260.43,6.35,60.76,27.72,Eggplant
85.56,44.1,225.98,5.7,67.14,27.38,Eggplant
99.73,42.06,204.55,5.84,60.95,29.79,Eggplant
63.43,68.09,217.49,6.16,60.74,26.56,Eggplant
84.76,66.63,290.66,5.52,64.61,23.28,Eggplant
97.59,61.46,267.75,6.69,61.29,27.01,Eggplant
88.63,58.9,271.07,6.69,68.25,23.08,Eggplant
56.06,49.1,209.31,6.26,77.54,28.95,Chili
85.91,69.72,276.76,6.43,63.62,26.33,Eggplant
56.87,48.42,211.93,6.09,63.44,27.0,Chili
63.46,44.24,288.97,6.76,65.11,28.94,Eggplant
86.11,42.13,212.85,6.78,66.9,24.67,Eggplant
65.52,53.56,205.69,6.58,60.77,30.64,Eggplant
95.67,43.33,253.3,6.7,60.31,30.6,Eggplant
62.13,55.06,199.94,6.34,63.34,21.33,Chili
46.25,45.78,199.36,6.14,62.97,28.35,Chili
56.27,55.18,193.22,6.6,66.11,29.88,Chili
43.42,48.44,229.58,6.05,76.76,20.28,Chili
75.07,43.81,176.3,6.28,66.74,28.37,Chili
85.8,62.03,213.7,5.58,63.96,24.53,Eggplant
72.42,51.86,201.83,6.01,66.63,23.05,Chili
49.03,56.96,191.25,6.07,76.6,20.96,Chili
47.07,33.84,155.27,6.47,76.54,27.01,Chili
64.33,36.26,191.05,6.03,78.27,26.55,Chili
56.95,53.22,161.03,6.17,62.19,21.7,Chili
86.48,41.15,259.83,6.34,61.88,24.36,Eggplant
60.25,34.86,195.21,6.23,74.62,27.87,Chili
69.19,60.26,274.73,6.16,60.41,29.77,Eggplant
69.72,68.64,248.85,6.37,66.26,28.18,Eggplant
91.31,40.01,231.33,6.72,62.31,25.38,Eggplant
93.1,63.82,238.62,6.69,60.48,25.03,Eggplant
48.89,56.86,226.97,6.12,60.59,27.37,Chili
65.48,58.74,225.21,6.16,74.03,26.72,Chili
56.06,40.26,285.61,5.87,64.37,28.04,Eggplant
54.87,49.97,244.41,6.07,75.9,23.81,Chili
72.16,52.83,244.65,5.93,60.01,29.77,Eggplant
53.66,47.09,292.48,6.05,60.42,30.09,Eggplant
51.35,51.18,249.41,5.51,62.97,30.57,Eggplant
59.0,41.21,241.65,6.78,62.33,29.76,Chili
98.92,63.68,250.93,6.23,61.49,23.6,Eggplant
72.92,57.22,186.23,6.13,62.51,25.57,Chili
61.78,42.34,204.12,6.22,66.51,26.7,Chili
56.91,31.33,174.18,6.4,61.86,29.1,Chili
44.69,35.02,227.9,6.54,64.81,20.93,Chili
56.47,53.93,206.21,6.19,65.75,22.58,Chili
90.74,61.22,211.42,6.59,60.79,23.5,Eggplant
73.14,54.26,185.48,6.79,73.8,25.62,Chili
73.53,43.33,154.63,6.49,67.2,27.71,Chili
88.19,43.12,200.18,5.91,64.27,22.36,Eggplant
76.59,66.75,277.26,6.69,68.95,22.8,Eggplant
48.93,44.72,230.57,6.11,75.24,21.05,Chili
79.76,35.94,231.34,6.24,63.31,20.96,Chili
58.77,54.71,257.76,5.65,67.45,29.7,Eggplant
57.54,34.19,187.89,6.2,76.17,26.07,Chili
65.77,39.33,196.1,6.3,70.18,23.72,Chili
69.88,51.05,202.16,6.32,60.16,26.76,Eggplant
85.15,43.26,229.31,5.88,67.06,29.35,Eggplant
79.87,37.57,240.64,6.12,73.92,23.83,Chili
64.13,56.35,283.9,5.65,61.3,28.72,Eggplant
46.86,45.13,163.68,6.11,79.57,26.08,Chili
53.49,46.92,235.94,6.55,63.68,23.99,Chili
50.32,40.54,240.27,6.03,69.98,29.62,Eggplant
63.2,55.33,251.1,5.51,61.2,29.61,Eggplant
42.13,53.41,153.06,6.47,73.19,20.74,Chili
72.14,58.94,232.02,6.05,79.08,21.74,Chili
76.37,46.11,205.6,6.78,69.64,29.99,Eggplant
56.94,69.96,218.33,5.77,64.96,30.33,Eggplant
80.18,59.3,248.37,6.36,66.23,30.2,Eggplant
55.6,32.87,188.94,6.51,62.81,29.86,Chili
70.71,46.09,246.49,5.59,60.83,25.99,Eggplant
85.46,66.14,252.25,6.54,63.35,23.57,Eggplant
56.33,54.05,290.68,6.14,66.79,22.04,Eggplant
61.03,54.13,248.44,6.66,61.45,31.28,Eggplant
61.15,36.86,230.43,6.17,71.66,26.48,Chili
65.45,53.13,214.29,5.82,68.79,28.03,Eggplant
61.07,30.89,219.14,6.4,75.87,27.31,Chili
82.42,63.62,251.37,6.5,64.72,27.63,Eggplant
66.88,45.78,254.91,5.59,64.49,29.17,Eggplant
56.22,32.23,164.5,6.41,70.33,26.18,Chili
66.02,41.78,215.99,6.66,66.79,25.1,Chili
70.03,45.68,199.6,6.43,78.27,25.63,Chili
60.11,59.75,218.82,6.47,64.5,23.86,Eggplant
55.25,59.69,234.93,5.77,62.18,31.34,Eggplant
80.47,54.85,215.5,6.58,68.16,26.88,Eggplant
65.96,57.36,228.11,6.78,78.97,24.68,Chili
99.35,52.11,243.65,6.53,60.8,31.48,Eggplant
61.71,44.98,222.07,6.1,78.08,20.4,Chili
69.57,49.06,227.0,6.02,61.04,20.29,Chili
53.61,55.2,270.79,5.85,66.18,23.65,Eggplant
60.53,68.75,257.69,5.99,69.85,28.16,Eggplant
90.62,53.05,238.04,6.14,68.54,30.4,Eggplant
64.01,44.19,292.89,6.25,61.73,25.06,Eggplant
93.81,51.24,215.93,6.49,67.48,31.02,Eggplant
92.47,61.88,242.23,6.51,62.09,24.01,Eggplant
43.89,42.14,223.22,6.13,65.66,28.43,Chili
96.95,62.46,271.44,5.83,68.21,29.65,Eggplant
68.62,32.74,233.5,6.4,70.81,28.08,Chili
46.95,35.8,204.99,6.55,78.87,23.73,Chili
50.51,41.91,242.43,6.06,77.69,24.47,Chili
76.83,59.69,272.03,5.65,66.79,31.66,Eggplant
59.26,69.32,261.43,5.74,65.67,24.25,Eggplant
77.81,52.25,205.04,6.28,76.1,24.42,Chili
50.37,58.03,243.92,5.96,68.94,22.91,Eggplant
75.69,62.99,218.32,5.62,67.53,27.44,Eggplant
61.85,64.59,248.86,6.11,60.19,27.11,Eggplant
73.66,46.05,261.02,5.99,66.06,28.29,Eggplant
96.46,51.08,233.84,6.23,61.37,26.41,Eggplant
81.54,48.7,202.39,5.62,62.84,25.45,Eggplant
54.27,55.41,230.96,6.32,79.1,22.62,Chili
57.23,35.71,181.41,6.79,72.57,21.82,Chili
49.99,38.61,211.8,6.15,67.34,29.8,Chili
53.75,54.8,227.62,6.23,63.97,20.17,Chili
88.5,44.13,232.18,6.57,65.53,24.34,Eggplant
52.94,52.8,214.11,5.53,67.31,26.49,Eggplant
83.58,63.65,265.62,6.75,62.62,31.56,Eggplant
52.55,32.06,233.48,6.34,63.9,27.89,Chili
56.13,51.2,260.7,6.74,61.57,22.25,Eggplant
90.33,47.66,258.45,5.94,66.83,23.62,Eggplant
62.51,39.12,249.39,6.09,75.29,26.06,Chili
75.47,30.69,235.97,6.63,73.0,22.01,Chili
77.51,45.5,178.34,6.08,68.13,27.22,Chili
43.72,35.21,222.47,6.49,74.58,22.38,Chili
44.45,31.63,208.16,6.38,68.42,20.58,Chili
43.78,35.39,183.53,6.09,68.54,29.35,Chili
45.36,54.04,217.52,6.74,74.76,22.18,Chili
98.41,41.95,252.98,6.75,61.37,31.34,Eggplant
94.55,53.55,210.1,6.31,63.17,28.97,Eggplant
85.26,44.09,241.25,6.7,68.5,24.33,Eggplant
67.28,46.47,258.49,5.78,68.95,27.09,Eggplant
90.37,66.86,281.31,5.62,62.0,27.28,Eggplant
81.04,67.55,215.42,6.01,61.19,30.39,Eggplant
96.94,49.75,293.49,5.93,65.17,27.7,Eggplant
97.19,65.44,262.86,5.99,66.19,29.68,Eggplant
55.21,36.65,197.0,6.01,62.26,28.96,Chili
72.39,59.16,266.42,6.15,68.38,26.39,Eggplant
53.06,52.99,295.04,6.55,62.68,27.71,Eggplant
93.72,46.59,247.68,5.51,65.28,26.94,Eggplant
47.76,47.74,173.33,6.51,65.2,25.14,Chili
68.9,54.66,248.22,6.27,66.43,24.66,Eggplant
51.28,30.44,235.61,6.77,72.37,25.86,Chili
74.71,45.3,168.45,6.06,64.75,20.9,Chili
91.75,61.69,224.34,6.53,63.07,22.08,Eggplant
99.4,52.09,229.14,6.13,60.95,23.77,Eggplant
62.92,35.28,246.21,6.35,67.89,22.98,Chili
89.51,44.18,226.07,5.85,61.53,25.95,Eggplant
50.42,51.55,211.92,6.54,64.98,26.66,Chili
80.96,61.73,240.7,6.7,60.78,29.05,Eggplant
96.48,46.95,232.51,5.56,65.46,25.12,Eggplant
47.89,42.86,241.24,6.73,60.7,21.1,Chili
70.54,32.7,166.19,6.41,70.89,25.17,Chili
42.62,34.98,216.06,6.66,67.74,20.98,Chili
68.78,35.49,237.85,6.77,73.09,26.86,Chili
73.44,39.63,203.34,6.47,69.01,20.5,Chili
66.78,64.09,285.36,6.52,64.07,25.42,Eggplant
72.39,50.16,263.72,6.57,69.01,29.28,Eggplant
87.71,66.83,255.79,6.12,65.42,23.09,Eggplant
53.31,38.75,204.98,6.35,77.35,25.42,Chili
53.6,44.46,227.55,6.59,74.96,25.56,Chili
46.24,35.54,203.05,6.51,78.87,21.02,Chili
64.28,52.77,175.13,6.25,78.83,25.42,Chili
71.09,50.64,258.75,6.38,68.43,24.24,Eggplant
93.82,55.95,223.1,6.37,60.72,25.44,Eggplant
54.22,57.57,151.48,6.09,65.25,25.48,Chili
44.45,59.28,165.9,6.18,76.14,23.52,Chili
89.15,56.62,258.32,5.52,68.49,27.34,Eggplant
88.0,59.3,254.04,6.66,64.44,29.83,Eggplant
90.67,66.95,256.24,6.64,62.0,22.97,Eggplant
93.29,44.08,206.93,6.21,67.25,28.34,Eggplant
61.35,47.42,236.55,6.68,78.33,27.58,Chili
72.3,42.3,183.38,6.59,78.47,20.52,Chili
40.21,52.43,243.06,6.13,67.01,23.86,Chili
41.25,32.0,170.41,6.34,64.82,29.22,Chili
69.51,61.0,294.94,6.21,60.74,26.9,Eggplant
51.98,56.4,201.79,6.43,65.63,24.72,Eggplant
73.87,64.5,202.49,6.18,62.21,26.36,Eggplant
63.9,52.04,246.77,6.72,71.32,21.46,Chili
44.12,54.53,229.68,6.26,72.99,27.92,Chili
68.09,49.12,293.97,5.78,63.3,22.66,Eggplant
55.72,44.89,205.55,6.47,62.47,25.84,Chili
85.37,44.21,233.61,6.29,64.18,25.16,Eggplant
69.07,46.8,200.96,6.57,70.18,22.91,Chili
58.08,47.05,153.69,6.47,67.19,23.06,Chili
55.92,53.64,213.2,6.13,61.47,27.55,Eggplant
54.71,51.74,215.95,5.69,66.37,27.15,Eggplant
67.41,60.88,289.56,6.57,69.45,31.2,Eggplant
81.42,50.4,278.42,6.16,64.42,26.56,Eggplant
76.27,39.83,220.0,6.43,61.27,28.14,Chili
63.72,54.25,230.81,6.55,72.56,27.73,Chili
41.31,59.41,195.6,6.31,72.22,20.44,Chili
49.03,36.5,234.52,6.31,79.04,22.56,Chili
79.62,45.14,287.77,5.83,62.96,24.99,Eggplant
69.24,61.56,204.78,5.85,65.13,31.45,Eggplant
75.34,36.29,189.21,6.14,63.9,25.53,Chili
44.25,58.82,174.12,6.28,75.28,24.73,Chili
50.03,57.85,240.47,6.72,71.88,20.91,Chili
71.07,50.11,187.96,6.06,66.67,25.66,Chili
51.4,51.03,207.6,5.76,63.81,29.66,Eggplant
68.74,65.96,258.42,6.43,65.09,30.79,Eggplant
64.81,41.17,281.11,5.99,63.01,30.34,Eggplant
99.0,45.72,242.61,5.92,63.83,31.62,Eggplant
88.61,59.6,232.4,5.52,66.6,24.2,Eggplant
79.63,47.89,293.59,5.79,60.91,24.31,Eggplant
69.36,58.21,249.16,5.88,64.13,25.8,Eggplant
85.39,40.99,288.08,5.65,60.81,27.39,Eggplant
69.23,43.88,234.52,6.78,69.57,24.58,Chili
65.82,43.64,230.23,6.75,60.96,30.31,Eggplant
76.33,49.19,245.5,6.69,70.44,29.08,Chili
70.31,40.82,181.7,6.61,77.38,22.21,Chili
57.56,65.59,265.74,6.54,60.53,23.49,Eggplant
97.5,41.27,269.67,6.63,63.65,29.79,Eggplant
50.87,55.47,239.83,6.0,64.25,24.24,Eggplant
66.51,35.67,228.67,6.65,65.92,29.54,Chili
60.17,54.48,201.45,6.52,65.31,25.61,Chili
48.54,31.38,163.85,6.3,60.39,23.02,Chili
50.28,43.23,249.34,6.29,64.9,29.12,Chili
62.15,46.88,219.56,6.72,79.89,20.69,Chili
66.6,33.25,229.82,6.6,66.81,26.54,Chili
77.02,44.55,232.17,6.29,63.38,31.71,Eggplant
73.01,40.08,210.18,6.21,62.49,26.71,Eggplant
81.23,40.54,273.55,5.89,67.89,26.92,Eggplant
63.71,31.49,219.78,6.28,79.1,26.64,Chili
64.15,47.86,162.71,6.44,61.06,24.27,Chili
74.38,65.83,213.89,6.27,67.68,25.67,Eggplant
81.72,56.53,281.68,5.79,62.69,27.82,Eggplant
86.11,62.64,207.41,5.84,63.97,27.19,Eggplant
96.97,69.2,216.23,6.55,65.27,26.4,Eggplant
72.04,50.75,238.49,6.22,66.56,22.28,Eggplant
58.05,54.14,219.26,6.49,66.82,27.18,Chili
67.93,49.22,218.32,6.49,65.19,26.2,Eggplant
47.31,40.79,168.48,6.7,72.77,20.12,Chili
51.85,40.41,294.99,6.64,61.85,28.92,Eggplant
69.17,43.05,287.91,5.74,67.67,22.7,Eggplant
55.64,57.96,211.27,6.55,75.17,28.53,Chili
74.09,33.78,150.62,6.05,73.98,28.06,Chili
68.35,69.78,258.89,5.78,66.12,22.88,Eggplant
84.5,47.45,236.16,6.62,65.55,29.35,Eggplant
91.37,46.18,244.33,5.99,62.37,22.68,Eggplant
40.94,34.15,184.92,6.55,79.16,28.82,Chili
76.7,48.05,179.37,6.05,77.35,20.54,Chili
61.86,41.51,188.97,6.57,72.56,28.22,Chili
88.23,47.59,214.45,6.2,67.68,31.45,Eggplant
50.68,64.29,230.46,5.86,62.71,29.9,Eggplant
79.72,48.83,216.08,6.31,79.87,27.59,Chili
63.26,40.89,226.89,6.37,62.98,24.02,Eggplant
71.12,53.22,151.96,6.39,79.01,21.39,Chili
55.4,61.27,260.05,6.53,69.49,23.56,Eggplant
70.71,46.73,246.69,5.98,61.07,31.62,Eggplant
71.25,56.27,226.09,6.32,62.14,26.13,Chili
90.66,61.78,265.26,6.74,65.83,22.71,Eggplant
81.17,60.14,281.27,5.8,67.34,31.21,Eggplant
63.43,49.09,241.39,6.04,61.82,21.82,Chili
40.08,30.77,181.56,6.27,65.48,25.85,Chili
76.58,67.89,292.64,6.31,65.38,31.69,Eggplant
77.75,46.69,246.74,6.44,67.3,27.27,Chili
78.37,60.79,254.25,6.76,68.04,28.98,Eggplant
42.91,46.69,194.94,6.73,62.18,28.7,Chili
91.43,42.03,230.61,5.91,66.72,30.9,Eggplant
59.18,56.68,289.43,5.61,64.93,22.61,Eggplant
49.03,49.72,182.22,6.26,65.51,23.91,Chili
59.55,64.44,203.82,6.77,68.87,31.28,Eggplant
46.82,59.55,204.84,6.04,79.05,20.67,Chili
61.77,41.79,222.42,6.2,69.23,24.62,Chili
49.55,39.08,168.47,6.75,69.99,20.99,Chili
48.07,38.52,153.51,6.66,68.95,28.99,Chili
71.08,44.88,154.97,6.3,78.06,27.89,Chili
82.8,55.37,240.18,5.97,61.86,22.94,Eggplant
94.23,47.79,233.25,6.18,60.44,26.16,Eggplant
63.62,68.73,243.4,5.68,67.11,31.05,Eggplant
74.08,49.87,156.01,6.64,64.31,27.14,Chili
75.88,45.25,212.08,6.6,73.42,22.81,Chili
89.89,49.84,236.9,6.49,68.87,29.31,Eggplant
77.51,49.02,202.22,6.59,66.67,30.44,Eggplant
50.88,60.16,252.38,6.11,69.72,30.76,Eggplant
47.93,54.99,203.47,6.53,74.16,27.77,Chili
69.29,39.19,223.5,6.31,77.08,20.66,Chili
58.7,46.94,271.59,6.38,69.92,30.86,Eggplant
46.32,53.75,229.36,6.63,79.19,23.09,Chili
52.84,51.12,235.64,6.66,75.03,24.55,Chili
95.79,40.38,275.94,6.59,68.49,23.42,Eggplant
62.51,46.86,176.35,6.62,63.79,28.52,Chili
66.56,55.2,222.0,6.12,77.45,20.31,Chili
71.9,45.17,155.2,6.17,65.46,29.47,Chili
71.18,40.97,200.35,6.51,61.67,27.92,Chili
43.24,36.04,188.71,6.42,61.6,21.63,Chili
65.76,43.43,251.56,5.52,67.96,28.01,Eggplant
73.4,41.59,205.38,6.67,66.54,22.06,Chili
80.46,54.4,231.17,6.21,66.67,27.44,Eggplant
63.87,32.86,220.54,6.44,60.54,26.97,Chili
88.68,61.61,232.31,6.41,64.18,25.53,Eggplant
51.47,30.36,208.34,6.18,64.23,21.33,Chili
72.82,50.71,225.25,5.73,67.85,23.55,Eggplant
50.47,57.88,175.82,6.54,60.14,20.16,Chili
85.49,49.79,274.32,5.8,65.03,27.77,Eggplant
44.69,36.56,192.31,6.32,78.15,26.34,Chili
53.14,57.7,193.59,6.47,76.63,22.84,Chili
61.44,47.2,259.45,5.51,69.78,22.32,Eggplant
52.52,68.86,276.72,6.23,65.03,28.16,Eggplant
41.2,30.42,175.72,6.13,70.57,25.08,Chili
66.01,60.98,288.7,5.56,66.48,27.18,Eggplant
40.8,34.11,188.37,6.11,66.91,24.77,Chili
62.13,67.35,209.03,6.3,69.68,27.83,Eggplant
51.91,61.75,262.32,6.29,66.87,29.9,Eggplant
54.72,53.01,216.88,6.1,64.37,20.7,Chili
55.54,53.04,233.14,6.33,65.6,25.9,Eggplant
54.25,54.62,227.2,6.05,79.37,21.46,Chili
75.03,38.13,218.05,6.45,71.93,26.45,Chili
71.92,42.46,234.68,6.16,75.11,22.31,Chili
72.43,51.13,228.27,6.56,71.25,24.98,Chili
75.38,49.65,199.56,6.15,60.5,28.24,Chili
91.8,59.58,228.01,6.39,69.91,23.35,Eggplant
77.47,42.56,183.17,6.2,63.49,23.67,Chili
64.36,59.29,162.9,6.53,75.32,26.93,Chili
67.91,46.58,235.1,6.33,63.65,22.51,Chili
61.72,43.22,293.04,6.43,64.15,28.62,Eggplant
56.49,61.86,298.46,6.59,68.65,31.6,Eggplant
69.56,59.75,216.82,6.74,70.45,23.11,Chili
75.75,50.33,226.6,6.78,66.45,29.56,Eggplant
97.72,69.74,255.04,5.68,68.55,23.57,Eggplant
89.21,62.9,296.84,5.74,67.24,31.49,Eggplant
92.56,59.33,243.09,6.25,66.29,24.06,Eggplant
89.18,63.11,251.44,6.44,61.74,23.07,Eggplant
60.72,58.42,185.18,6.25,69.32,28.14,Chili
51.48,52.45,178.61,6.78,75.78,20.46,Chili
52.3,54.19,270.57,5.97,68.56,23.66,Eggplant
59.13,31.17,243.27,6.49,78.28,26.32,Chili
76.23,39.55,202.89,6.22,60.68,25.3,Chili
53.87,30.76,202.48,6.67,75.44,24.74,Chili
42.06,45.14,194.21,6.5,73.63,22.76,Chili
84.75,69.86,262.7,5.58,62.55,24.74,Eggplant
57.72,40.88,221.86,5.93,66.61,24.52,Eggplant
48.74,45.77,243.94,6.01,71.45,22.28,Chili
70.24,65.69,285.43,5.74,65.51,23.96,Eggplant
70.72,47.57,214.21,6.0,74.65,22.54,Chili
74.93,62.04,236.15,6.73,61.63,28.54,Eggplant
61.31,66.79,290.78,5.97,64.76,28.26,Eggplant
86.21,47.46,263.23,6.21,64.75,25.84,Eggplant
62.08,52.62,225.65,6.05,69.22,25.16,Chili
45.18,45.9,209.37,6.6,75.42,22.89,Chili
55.21,63.82,203.54,5.93,65.1,25.35,Eggplant
48.32,38.48,206.32,6.63,62.92,25.41,Chili
62.3,41.14,216.98,6.02,75.47,21.9,Chili
55.69,44.85,157.65,6.54,61.16,25.54,Chili
61.65,52.98,285.09,6.43,63.14,22.63,Eggplant
64.85,57.76,157.17,6.05,73.8,23.87,Chili
56.41,46.22,247.55,5.74,66.83,28.91,Eggplant
68.06,54.36,224.47,6.59,72.6,27.08,Chili
63.54,38.46,220.66,6.78,65.59,20.25,Chili
49.53,59.69,162.19,6.4,67.31,21.48,Chili
84.02,55.56,285.57,6.24,61.74,22.53,Eggplant
74.5,44.2,240.64,6.79,67.47,27.56,Eggplant
59.15,34.17,189.51,6.17,74.42,23.98,Chili
47.08,43.83,195.3,6.37,65.01,24.95,Chili
78.01,53.87,218.72,6.01,60.4,26.32,Chili
59.39,56.58,200.08,6.1,64.8,23.53,Eggplant
63.7,52.08,220.64,6.03,67.78,24.88,Chili
74.32,58.34,212.43,6.26,65.16,24.3,Chili
58.49,39.76,241.2,6.54,63.41,25.6,Chili
77.01,44.58,164.19,6.32,70.76,24.77,Chili
79.53,34.64,240.17,6.48,61.04,20.6,Chili
86.48,60.86,294.99,5.81,61.72,26.7,Eggplant
79.0,55.5,212.55,6.78,74.29,23.06,Chili
70.49,45.07,294.02,6.48,67.49,23.26,Eggplant
63.09,52.23,299.9,6.04,67.65,31.03,Eggplant
58.71,41.57,274.17,6.18,67.46,26.76,Eggplant
51.19,45.0,228.64,6.25,77.13,21.29,Chili
54.78,44.34,168.8,6.52,79.15,24.36,Chili
80.71,57.51,238.16,5.75,60.83,23.41,Eggplant
61.81,50.06,223.69,6.62,77.63,29.98,Chili
41.0,32.13,199.15,6.26,78.59,29.68,Chili
55.3,35.37,224.76,6.01,68.84,25.26,Chili
72.19,30.51,164.01,6.18,78.97,29.94,Chili
43.93,31.85,181.46,6.11,62.05,24.03,Chili
71.4,46.96,182.92,6.74,63.75,21.86,Chili
62.51,58.14,233.45,6.45,63.75,22.54,Chili
69.19,49.87,204.23,6.78,71.96,26.91,Chili
66.76,47.73,214.83,6.13,67.26,27.65,Eggplant
43.72,32.51,158.49,6.36,68.39,25.48,Chili
54.36,48.41,165.32,6.11,72.27,24.48,Chili
44.04,31.01,209.78,6.56,60.97,27.41,Chili
92.83,48.18,239.66,5.85,64.37,27.29,Eggplant
70.14,47.26,205.22,6.09,63.55,29.38,Eggplant
65.95,50.12,207.15,5.93,65.62,28.55,Eggplant
85.43,69.45,257.5,5.61,66.25,30.43,Eggplant
53.19,51.72,289.28,6.75,66.34,29.41,Eggplant
54.01,53.86,222.6,6.45,70.17,26.61,Chili
72.78,65.19,275.28,5.81,67.64,24.26,Eggplant
61.91,64.26,256.46,6.02,63.24,23.62,Eggplant
57.8,69.1,299.1,5.92,64.38,22.33,Eggplant
59.07,39.59,245.77,6.14,74.21,26.61,Chili
59.81,54.35,183.08,6.08,74.42,28.76,Chili
65.27,50.03,239.91,6.74,67.03,20.81,Chili
59.64,57.16,217.11,6.51,74.66,20.32,Chili
54.09,46.0,253.17,6.12,66.56,24.58,Eggplant
60.58,54.63,223.64,6.07,65.9,27.37,Eggplant
49.8,57.89,167.83,6.79,61.01,25.2,Chili
46.79,58.03,165.14,6.03,71.89,27.79,Chili
93.9,54.4,243.73,6.21,65.49,27.07,Eggplant
61.02,65.81,256.39,6.04,68.1,29.11,Eggplant
82.22,69.89,255.07,5.94,67.1,26.99,Eggplant
70.94,56.35,181.18,6.61,64.38,28.08,Chili
45.85,38.75,213.61,6.29,69.93,27.43,Chili
51.62,54.8,183.67,6.35,76.6,20.68,Chili
64.2,36.9,165.79,6.18,74.29,23.25,Chili
81.6,63.77,224.79,6.0,67.79,24.32,Eggplant
55.17,54.29,210.75,6.54,60.51,20.96,Chili
66.85,56.21,171.25,6.2,76.69,22.17,Chili
99.63,50.45,200.01,6.72,63.9,24.38,Eggplant
85.3,45.38,289.57,5.63,63.15,25.48,Eggplant
70.1,49.62,162.06,6.39,68.65,28.06,Chili
73.73,41.23,214.73,6.49,65.97,21.08,Chili
61.92,38.68,212.35,6.02,65.43,27.34,Chili
79.02,45.37,229.33,5.99,63.75,30.65,Eggplant
40.43,59.0,176.96,6.05,76.38,23.41,Chili
86.83,52.86,283.67,6.75,64.62,31.23,Eggplant
46.88,49.83,214.57,6.56,61.72,21.88,Chili
76.05,43.1,293.96,6.02,65.52,30.22,Eggplant
81.17,59.19,233.73,5.74,63.99,27.23,Eggplant
47.51,42.78,152.12,6.59,65.68,21.9,Chili
55.46,51.93,232.53,6.18,64.61,31.8,Eggplant
65.8,39.52,173.57,6.42,61.14,24.93,Chili
59.09,30.02,163.71,6.2,68.69,21.58,Chili
63.91,58.85,215.46,5.88,63.89,23.66,Eggplant
70.35,37.47,215.85,6.1,67.33,26.25,Chili
95.08,61.2,240.24,5.89,66.67,26.15,Eggplant
63.16,56.39,222.29,6.26,67.37,23.98,Eggplant
59.97,54.65,203.93,5.77,66.85,23.67,Eggplant
77.98,50.88,242.38,6.58,69.54,29.86,Chili
59.86,49.6,212.3,6.58,65.54,26.92,Chili
40.53,43.38,190.3,6.41,67.52,22.16,Chili
43.18,47.37,184.33,6.42,78.36,23.87,Chili
81.45,54.61,271.93,6.1,61.35,30.65,Eggplant
64.54,36.61,180.32,6.48,66.47,28.29,Chili
71.67,54.09,260.86,6.67,65.56,27.83,Eggplant
76.54,67.2,281.83,6.37,64.83,29.26,Eggplant
