Nitrogen,Potassium,Phosphorous,Temparature,Humidity,Moisture,Crop Type
13,0,11,28.89,50.23,31.86,Wheat
9,11,23,36.76,71.34,50.85,Wheat
23,0,15,32.93,69.74,37.19,Maize
10,8,32,25.77,51.57,49.07,Wheat
11,4,26,38.24,69.68,42.29,Ground Nuts
8,18,10,31.38,57.81,50.23,Barley
26,0,16,25.77,49.55,51.79,Wheat
40,2,0,33.65,61.98,34.79,Sugarcane
19,0,16,34.32,60.9,35.02,Barley
37,0,0,33.91,65.24,30.22,Cotton
17,0,34,25.14,56.51,36.84,Millets
43,2,0,24.5,55.97,58.19,Sugarcane
9,0,34,31.41,52.35,70,Paddy
11,4,14,27.48,58.97,62.73,Pulses
6,0,40,25.28,57.75,55.42,Tobacco
37,0,0,24.39,60.54,37.95,Pulses
4,12,28,34.62,67.2,34.63,Wheat
39,0,0,30.58,58.47,28.12,Ground Nuts
15,0,37,30.55,67.12,36.98,Paddy
13,4,38,30.53,61.98,28.75,Sugarcane
10,1,38,29.82,68.13,44.94,Pulses
16,2,15,22.28,49.48,37.92,Barley
40,0,0,30.81,42.46,46.84,Millets
21,0,22,29.86,56.95,35.3,Oil seeds
11,5,29,32.76,74.84,69.17,Sugarcane
21,0,18,35.3,68.25,43.64,Maize
15,0,43,36.47,70.93,66.79,Barley
16,4,44,31.73,56.97,32.88,Paddy
5,10,28,25.9,51.18,36.61,Barley
15,4,38,30.5,57.68,54.46,Barley
23,0,15,27.2,71.23,31.58,Cotton
14,11,18,26.68,69.77,60.71,Wheat
15,0,32,27.88,53.3,39.79,Sugarcane
40,2,0,36.39,77.53,52.2,Sugarcane
2,17,16,33.67,66.03,37.65,Barley
16,0,38,29.68,51.55,20.35,Barley
4,9,34,31.25,69.46,61.24,Wheat
27,1,19,33.27,51.22,37.76,Barley
27,0,16,30.83,56.78,54.65,Oil seeds
9,0,34,31.91,73.88,66.05,Pulses
8,0,14,24.02,45.82,22.13,Paddy
16,11,14,26.56,65.45,48.14,Maize
6,0,37,36.41,72.14,37.92,Tobacco
3,12,17,30.28,45.85,29.12,Tobacco
9,12,33,29.18,66.16,70,Sugarcane
33,4,1,29.83,58.93,43.95,Tobacco
27,0,16,37.57,64.34,38.29,Maize
13,7,9,29.17,43.7,41.77,Cotton
12,6,32,30.95,54.47,55.47,Maize
10,3,36,33.49,63.22,25.31,Maize
4,12,20,23.56,47.6,35.22,Pulses
5,16,9,28.59,64.2,42.62,Ground Nuts
16,2,37,27.62,44.14,40.81,Paddy
23,3,23,36.74,55.56,22.31,Oil seeds
41,1,0,35,76.24,53.72,Ground Nuts
8,13,16,32.31,67.68,43.35,Wheat
12,11,27,25.5,51.34,61.51,Cotton
6,5,27,34.09,65.92,61.83,Oil seeds
22,4,16,36.05,70.84,30.08,Barley
16,0,40,32.85,53.6,43.22,Cotton
20,0,21,32.14,52.59,32.09,Millets
20,4,17,31.27,66.2,43.52,Cotton
9,6,29,34.61,67.18,64.16,Millets
34,2,0,27.7,60.18,26.58,Cotton
15,3,38,27.65,50.22,42.85,Barley
8,17,20,29.61,53.81,38.02,Wheat
46,0,0,29.03,45,32.9,Ground Nuts
13,3,9,21.4,45.95,67.15,Cotton
37,0,0,20.36,57.92,61.02,Pulses
37,3,1,37.06,68.81,59.59,Tobacco
42,0,0,27.24,70.93,28.75,Maize
9,20,22,37.44,67.23,52.54,Tobacco
10,21,14,21.47,45.29,43.45,Pulses
7,12,31,31.92,63.7,57.16,Ground Nuts
5,11,13,35.48,60.05,46.78,Sugarcane
42,1,0,25.04,63.36,32.13,Paddy
0,14,13,25.47,56.12,37.4,Oil seeds
17,3,42,32.89,70.11,70,Ground Nuts
6,6,27,39.22,70.14,42.1,Pulses
17,0,35,34.39,54.77,35.05,Sugarcane
21,0,20,26.35,68.18,46.83,Millets
7,0,17,27.59,49.54,37.53,Pulses
18,3,40,24.8,49.86,36.62,Pulses
5,6,21,24.66,48.76,43.36,Millets
14,0,5,33.86,52.1,38.67,Wheat
28,4,22,34.8,59.89,59.4,Barley
11,4,9,37.71,69.38,61.7,Barley
6,12,23,38.41,68.47,56.4,Maize
25,0,21,22.63,51.01,51.05,Maize
9,11,25,35.35,62.94,64.74,Tobacco
42,0,2,27.96,48.06,57.42,Oil seeds
8,3,36,33.46,61.04,40.8,Cotton
8,23,12,29.66,40.36,36.17,Oil seeds
8,17,12,21.67,49.56,59.18,Oil seeds
21,0,17,31.17,52.5,39.69,Tobacco
24,3,18,27.94,55.87,36.48,Oil seeds
11,11,29,27.06,57.03,60.52,Maize
34,0,0,23.58,57.41,25.05,Paddy
4,23,18,24.04,55.63,32.97,Pulses
40,2,1,34.57,73.25,39.07,Cotton
3,23,12,23.34,53.4,38.18,Paddy
23,0,16,32.49,58.66,46.52,Tobacco
26,0,18,28.35,60.55,52.54,Barley
23,0,17,26.77,47.3,36.53,Barley
25,2,25,23.9,58.01,40.51,Barley
42,0,1,25.47,58.41,26.01,Maize
6,6,31,32.92,67.62,69.72,Pulses
43,0,0,30.36,44.69,42.18,Paddy
26,1,23,29.82,55.72,58.33,Barley
8,11,27,28.84,63.97,65.22,Millets
18,3,41,38.35,68.02,65.33,Sugarcane
17,0,36,31.65,48.98,39.39,Wheat
7,1,11,31.54,65.06,37.86,Wheat
12,0,32,31.58,72.23,37.14,Ground Nuts
21,0,23,21.05,55.2,44.12,Ground Nuts
25,2,18,34.34,59.47,35.55,Maize
21,0,21,30.3,50.47,46.43,Cotton
12,2,11,25.59,65.45,43.71,Sugarcane
6,0,19,31.2,50.23,55.54,Pulses
17,4,26,31.66,64.62,44.32,Sugarcane
10,6,28,38.18,64.4,34.15,Oil seeds
15,3,33,30.89,62.85,24.23,Barley
40,0,0,34.27,52.4,31.73,Cotton
15,0,42,31.36,66.19,53.63,Cotton
33,0,0,29.42,54.67,40.55,Ground Nuts
9,13,23,33.83,65.32,43.13,Tobacco
8,0,11,30.44,56.5,51.85,Wheat
10,0,30,25.52,48.23,58.6,Ground Nuts
12,0,39,32.59,59.67,42.91,Paddy
14,8,27,29.65,66.39,49.42,Millets
5,7,37,27.13,62.1,64.44,Millets
5,17,25,31.41,62.69,41.19,Millets
23,4,23,24.14,60.35,47.55,Oil seeds
16,0,37,30.95,52.62,32.97,Tobacco
15,0,8,37.46,68.41,36.8,Millets
25,0,23,24.96,46.72,36.73,Sugarcane
12,18,16,33.51,59.04,44.65,Barley
42,1,2,35.86,71.33,44.81,Millets
15,3,41,24.48,55.7,30.78,Paddy
9,0,45,30.3,42.11,29.89,Tobacco
11,5,33,27.62,56.34,26.36,Tobacco
22,0,21,33.46,62.44,56.11,Sugarcane
19,0,38,31.4,56.45,36.96,Tobacco
15,1,39,26.03,60.45,46.4,Barley
5,14,18,27.4,56.16,45.88,Barley
26,0,23,27.9,47.35,51.36,Millets
9,0,34,32.4,77.68,42.34,Pulses
10,14,13,31.2,70.18,40.98,Tobacco
5,21,12,29.97,47.72,39.53,Paddy
33,0,0,22.15,60.48,34.02,Sugarcane
40,4,0,28.83,48.57,66.71,Tobacco
24,0,19,22.8,50.81,39.07,Ground Nuts
22,3,25,37.29,65.56,39.68,Millets
19,0,22,33.44,64.06,51.91,Pulses
17,1,13,35.89,64.76,36.97,Ground Nuts
6,0,8,32.94,60.91,47.5,Wheat
20,0,18,29.25,61.06,48.99,Pulses
28,0,24,34.9,67.59,66.01,Ground Nuts
10,4,38,28.59,68.53,38.94,Maize
36,4,0,33.19,72.33,65.98,Maize
12,11,18,27.56,51.96,40.99,Maize
15,0,6,31.46,59.57,51.47,Wheat
36,0,0,37.35,58.34,47.42,Sugarcane
22,0,17,35.62,64,37.51,Cotton
6,15,16,33.96,65.91,53.47,Sugarcane
32,0,0,31.91,49.74,29.66,Millets
15,15,14,27.18,66.92,38.33,Paddy
10,6,28,34.37,65.19,43.32,Pulses
34,0,4,26.49,47.78,41.66,Paddy
16,0,40,26.7,45.04,35.26,Oil seeds
38,0,0,27.06,54.68,45.88,Ground Nuts
8,4,39,30.97,45.08,52.45,Tobacco
25,0,20,25.62,51.09,40.66,Pulses
12,7,28,33.27,61.23,22.66,Millets
3,11,26,35.63,68.45,20,Wheat
25,0,20,27.52,42.81,39.1,Paddy
3,0,15,32,58.03,31.37,Millets
10,3,33,31.78,76.46,33.24,Ground Nuts
21,0,19,30.72,58.16,47.3,Wheat
10,11,29,40,71.51,47.58,Cotton
7,16,19,29.65,59.65,26.35,Barley
36,0,0,32.36,54.03,43.93,Maize
15,0,41,39.17,74.97,29.8,Pulses
10,0,44,40,71.02,52.73,Wheat
10,18,16,23.57,44.14,37.94,Tobacco
38,1,0,29.19,65.8,33.2,Barley
8,7,29,31.77,59.25,32.16,Ground Nuts
9,17,16,30.66,53.38,41.56,Paddy
12,10,16,31.84,69.56,69.24,Maize
14,10,19,26.63,64.94,56.15,Millets
16,14,23,38.51,73.59,59.59,Sugarcane
28,0,22,28.28,64.37,33.6,Wheat
16,0,12,36.61,58.99,45.91,Paddy
42,4,0,33.82,55.15,55.67,Ground Nuts
35,0,4,30.56,59.57,43.35,Pulses
6,0,34,24.1,52.08,65.93,Barley
17,2,40,40,67.4,55.78,Oil seeds
13,0,43,39.52,75.51,62.39,Sugarcane
39,0,0,31.73,67.18,35.49,Maize
15,1,6,25.98,52.5,64.54,Sugarcane
7,1,37,37.99,67.95,39.62,Cotton
15,0,39,28.67,53.83,22.9,Tobacco
21,0,24,29.55,69.71,40.07,Millets
17,1,43,25.34,51.79,24.7,Cotton
12,13,24,26.96,58.09,33.74,Millets
11,4,10,21.15,48.8,36.88,Pulses
19,0,25,23.28,54.92,45,Barley
38,0,1,33.26,75.36,44.89,Millets
25,1,20,33.52,67.5,38.1,Ground Nuts
36,2,3,30.26,47.16,68.58,Barley
35,0,0,27.11,61,27.46,Paddy
13,0,34,32.41,62.72,56.06,Tobacco
5,5,29,29.79,67.81,50.66,Wheat
7,2,27,31.83,68.3,27.79,Cotton
13,1,36,32.22,66.16,25.02,Sugarcane
13,0,36,37.04,63.37,38.19,Paddy
17,2,37,30.63,43.11,23.48,Oil seeds
6,5,25,36.12,64.07,33.97,Maize
5,5,26,27.17,58.43,70,Cotton
8,0,10,30.35,45.09,59.54,Paddy
25,0,14,23.51,56.63,32.65,Millets
36,2,0,30.62,61.26,38.62,Oil seeds
13,12,13,26.75,50.01,47.53,Sugarcane
11,14,20,26.78,67.64,30.81,Ground Nuts
40,0,0,25.44,56.27,32.82,Tobacco
41,0,3,32.04,52.11,40.67,Tobacco
24,0,25,29.51,68.51,21.92,Wheat
43,0,0,32.56,66.45,25.05,Cotton
3,10,28,28.13,52.62,45.16,Wheat
23,0,25,27.42,63.5,45.7,Barley
24,0,23,33.83,56.14,43.31,Paddy
12,19,15,24.06,65.98,28.05,Ground Nuts
4,13,15,21.23,44.7,27.36,Millets
15,15,12,33.91,72.18,53.83,Barley
18,3,11,30.92,42.88,26.76,Barley
12,14,12,20.61,49.35,20,Oil seeds
5,1,39,32.59,62.11,51.5,Wheat
40,0,0,31.93,46.41,31.12,Oil seeds
46,0,4,24.01,56.49,43.18,Paddy
11,2,37,27.22,51.42,53.92,Sugarcane
8,13,11,27.82,65.01,36.96,Oil seeds
18,0,13,21.1,51.91,32.91,Cotton
21,4,20,34.9,69.62,40.23,Wheat
21,3,16,23.62,48.41,28.57,Barley
8,0,41,25.1,57.55,23.93,Paddy
2,15,17,21.92,52.16,29.78,Wheat
17,20,17,30.33,51.57,25,Paddy
23,0,21,35.11,58.44,37.33,Ground Nuts
7,1,39,27.45,53.07,54.24,Barley
20,0,21,25.37,61.39,48.09,Pulses
24,0,24,34.06,66.03,26.03,Maize
10,0,35,32.01,71.7,23.49,Ground Nuts
38,0,1,26.22,62.62,25.5,Maize
42,0,0,36.29,62.57,47.91,Paddy
11,0,33,26.2,59.39,38.04,Ground Nuts
9,13,32,31.61,61.28,70,Tobacco
9,4,44,32.03,63.05,34.64,Pulses
28,0,19,31.87,49.23,49.23,Wheat
17,0,38,21.47,50.02,34.05,Millets
11,17,14,29.93,59.13,61.65,Maize
37,0,0,29.68,46.23,66.65,Paddy
26,0,20,23.28,44.92,31.48,Pulses
11,2,37,29.99,48.04,23.13,Barley
17,21,18,29.02,55.34,29.32,Wheat
3,19,21,30.04,70.55,48.8,Oil seeds
7,2,10,30.52,49.1,40.54,Millets
22,3,16,26.81,50.5,47.46,Pulses
10,0,41,38,66.68,29.78,Cotton
35,4,2,23.65,42.79,40.9,Oil seeds
10,15,13,29.34,65.43,70,Ground Nuts
13,8,28,32.64,56.9,51.27,Maize
10,3,8,29.21,55.25,39.75,Ground Nuts
14,0,36,28.94,64.26,68.96,Millets
11,3,10,23.94,56.65,31.99,Barley
40,0,2,27.89,57.64,45.92,Paddy
13,2,36,25.69,57.09,46.14,Tobacco
19,1,20,36.12,65.18,32.53,Wheat
5,12,34,34.55,59.02,70,Millets
18,0,37,31.24,69.27,26.9,Wheat
8,0,43,31.43,54.36,22.99,Sugarcane
26,4,21,33.99,62.76,44.95,Ground Nuts
40,4,3,27.42,45.99,47.82,Barley
25,0,20,34.06,63.07,24.49,Wheat
40,4,0,30.21,54.2,37.46,Tobacco
9,0,38,32.51,61.04,31.07,Sugarcane
18,16,12,24.54,53.73,20.6,Pulses
35,4,4,27.59,60.38,29.02,Maize
3,23,23,36.55,67.98,40.42,Cotton
10,12,13,26.27,52.98,39.19,Pulses
11,0,39,32.71,79.55,37.63,Paddy
36,0,0,29.6,54.82,64.66,Maize
39,0,0,27.94,56.62,29.68,Wheat
9,4,35,34.57,78.28,41.55,Wheat
9,0,42,28.63,55.59,41.33,Pulses
19,0,26,26.97,58,52.93,Oil seeds
12,0,7,26.3,61.31,49.46,Tobacco
3,7,33,31.75,60.66,70,Barley
17,3,22,34.36,60.34,38.08,Wheat
6,22,11,25.33,50.43,55.18,Maize
24,0,23,36.33,57.1,27.1,Paddy
10,1,38,28.09,63.65,22.19,Millets
9,4,40,27.18,50.81,27.65,Ground Nuts
39,0,0,30.18,72.18,46.54,Pulses
41,0,0,26.11,59.94,70,Oil seeds
19,0,24,26.73,53.73,35.6,Millets
8,22,11,22.88,50.27,31.25,Maize
11,0,37,31.09,64.92,39.02,Wheat
3,6,33,25.78,62.23,52.74,Tobacco
31,2,0,27.26,44.35,28.6,Paddy
16,0,41,28.54,58.89,24.6,Wheat
12,0,10,32.33,61.55,52.38,Oil seeds
10,0,13,27.26,47.32,67.89,Maize
8,5,28,25.84,53.73,49.86,Millets
6,10,25,31.67,70.69,60.18,Ground Nuts
16,1,28,33.9,63.27,38.72,Paddy
1,4,32,35.64,69.14,49.98,Cotton
16,0,38,29.95,49.83,44.85,Barley
7,4,10,27.49,67.39,29.17,Maize
18,1,42,38.65,65.81,70,Tobacco
10,8,35,27.8,59.46,52.44,Tobacco
3,18,21,28.11,66.77,34.26,Wheat
9,2,36,27.83,50.6,54.62,Cotton
7,12,15,33.42,55.21,54.88,Oil seeds
2,14,10,31.61,60.35,55.88,Cotton
6,2,31,33.09,48.02,24.74,Wheat
4,11,29,37.89,65.59,59.98,Maize
7,18,15,36.36,71.72,62.3,Millets
19,0,16,33.84,54.6,41.99,Sugarcane
16,0,33,32.31,67.96,62.73,Barley
22,3,20,29.04,61.46,26.78,Tobacco
32,0,0,27.86,50.22,35.4,Pulses
23,0,28,28.55,50.4,41.51,Millets
35,2,2,24,59.32,44.9,Wheat
1,15,18,31.22,58.05,35.74,Ground Nuts
10,3,36,26.2,52.3,56.27,Paddy
16,4,6,30.75,53.95,62.15,Wheat
33,3,0,29.58,59.37,36.3,Barley
10,9,12,29.54,48.75,47.25,Cotton
40,0,2,28.73,62.78,46.34,Millets
25,0,23,25.55,50.51,49.12,Sugarcane
41,4,4,38.74,67.83,43.16,Ground Nuts
35,0,0,30.04,56.4,48.79,Maize
15,0,39,40,53.17,33.02,Tobacco
10,1,11,31.09,65.51,44.74,Cotton
20,4,20,21.85,49.88,44.21,Barley
36,0,3,31.7,58.19,66.88,Wheat
17,0,14,37.86,59.26,33.3,Oil seeds
42,1,0,34.98,65.83,33.5,Maize
4,14,26,25.77,68.16,56.63,Ground Nuts
35,0,2,29.66,71.24,50.78,Paddy
12,0,15,25.23,44.95,23.32,Maize
10,0,41,30.17,55.55,28.99,Tobacco
36,4,0,24.2,46.04,70,Millets
8,3,35,25.81,68.03,49.44,Oil seeds
10,0,11,31.69,53.43,54.42,Maize
15,16,19,29.48,42.68,55.33,Tobacco
23,0,19,30,47.92,45.35,Paddy
7,4,18,26.2,68.6,43.15,Wheat
45,4,0,23.88,48.37,32.8,Oil seeds
24,0,19,35.18,74.73,62.57,Tobacco
8,9,28,37.6,72.26,46.43,Paddy
13,3,40,34.81,63.81,20,Sugarcane
4,7,27,33.48,65.81,38.6,Maize
11,6,30,39.16,72.53,36.73,Maize
37,0,0,28.12,58.63,70,Maize
30,4,0,30.09,68.74,68.71,Paddy
10,13,20,26.29,59.73,44.01,Maize
12,0,39,39.26,53.38,45.18,Millets
14,3,32,31.18,55.65,63.49,Tobacco
9,0,6,21.89,59.24,50.57,Pulses
18,0,14,28.85,58.66,43.76,Barley
38,4,4,40,75.29,59.96,Maize
9,0,11,28.05,62.05,36.35,Paddy
18,0,39,28.86,54.81,57.96,Millets
45,0,0,26.24,44.87,25.31,Millets
4,14,23,32.89,67.49,45.6,Pulses
19,0,19,28.62,54.16,37.37,Sugarcane
21,3,28,32.79,70.93,38.13,Barley
27,1,25,27.54,62.3,34,Sugarcane
9,4,33,29.07,56.03,37.1,Tobacco
17,0,43,24.13,62.11,20,Sugarcane
11,13,34,31.69,58,68.66,Sugarcane
5,16,23,25.37,57.8,41.73,Millets
12,11,15,30.14,53.06,60.78,Millets
20,3,27,22.96,62.5,41.58,Cotton
31,0,0,25.73,62.59,36.32,Sugarcane
10,0,13,35.33,67.8,53.53,Pulses
9,8,19,25.55,48.32,39.01,Sugarcane
16,0,17,28.35,41.51,29.49,Barley
10,0,31,33.68,67.87,35.69,Paddy
12,0,9,34.91,63.17,38.77,Sugarcane
15,0,15,35.76,60.56,36.72,Ground Nuts
5,14,19,27.37,49.31,43.7,Paddy
19,3,35,32.44,75.96,56.23,Tobacco
37,0,0,33.5,63.58,29.96,Paddy
22,0,29,27.7,66.58,42.63,Cotton
41,0,0,35.74,61.66,43.17,Pulses
10,2,4,26,57.75,41.81,Cotton
6,16,18,31.06,61.86,25.72,Pulses
7,10,33,27.58,56.9,56.18,Cotton
40,1,0,31.17,48.39,33.21,Barley
16,0,39,35.06,67.4,28.28,Ground Nuts
12,11,30,35.37,71.39,35.62,Paddy
7,11,31,29.85,60.51,70,Wheat
39,0,0,30.02,66.59,44.84,Maize
7,10,10,35.68,61.52,55.89,Pulses
36,0,2,31.8,46.25,33.35,Millets
21,0,19,21.98,50.4,45.37,Ground Nuts
11,14,11,30.31,54.48,25.49,Barley
43,0,0,29.56,45.48,37.32,Ground Nuts
17,4,32,25.76,66.16,25.05,Paddy
19,1,21,27.63,54.5,38.48,Cotton
23,2,23,28.79,68.18,47.81,Oil seeds
12,14,17,24.62,60.53,49.03,Wheat
13,0,41,31.92,57.5,20.26,Pulses
11,11,33,26.11,62.81,52.46,Maize
37,0,0,31.74,56.28,31.1,Sugarcane
8,0,36,26.51,50.69,57.11,Sugarcane
8,3,10,27.64,45.49,55.3,Ground Nuts
10,20,15,23.87,47.11,30.61,Barley
7,0,14,23.66,40.83,70,Millets
19,0,25,33.76,58.07,50.17,Paddy
5,4,31,31.68,68.95,50.54,Maize
6,9,22,31.1,63.92,36.28,Sugarcane
18,4,21,24.74,47.58,54.2,Millets
19,0,43,35.22,60.12,46.49,Barley
9,0,37,32.58,67.24,56.32,Tobacco
7,17,16,29.9,41,54.27,Oil seeds
24,3,23,29.13,55.23,53.06,Oil seeds
13,2,36,35.93,65.09,36.26,Sugarcane
43,0,0,29.69,56.63,36.01,Sugarcane
8,11,26,40,79.57,38.94,Oil seeds
14,13,14,30.73,63.13,53.36,Sugarcane
11,4,35,34.58,63.02,35.88,Wheat
33,0,0,32.91,71.31,38.32,Barley
13,4,14,29.62,60.67,58.93,Cotton
17,0,39,25.82,56.17,23.88,Ground Nuts
18,4,40,30.18,45.76,24.6,Tobacco
36,0,0,34.51,64.96,68.56,Cotton
15,0,37,31.86,75.29,53.2,Tobacco
23,0,25,30.59,60.6,24.53,Maize
7,0,12,32.69,60.02,43.69,Pulses
9,6,14,24,56.92,43.36,Pulses
10,4,27,27.83,58.41,68.93,Tobacco
21,2,24,27.23,66.1,32.32,Millets
37,0,0,25.95,57.37,31.82,Maize
11,5,26,27.34,49.39,47.11,Cotton
26,0,21,32.7,69.18,36.19,Sugarcane
22,0,23,29.53,46.72,43.55,Pulses
22,0,24,28.9,48.22,39.67,Barley
40,0,1,35.66,61.27,31.86,Barley
10,3,42,33.06,62,55.12,Ground Nuts
7,19,19,31.14,77.02,43.96,Wheat
16,12,15,20.91,53.57,35.19,Oil seeds
8,22,23,34.57,63.31,53.18,Millets
16,4,14,27.6,48.28,62.38,Ground Nuts
7,12,29,24.17,52.54,33.16,Wheat
14,0,12,28.28,46.26,50.83,Paddy
38,0,0,24.12,45.11,46.29,Barley
16,0,13,36.9,71.22,41.65,Paddy
13,0,40,29.28,63.52,20,Wheat
9,0,31,24.87,54.64,70,Wheat
6,10,26,31.79,50.54,69.15,Paddy
34,0,0,24.1,56.35,69.1,Wheat
26,0,24,34.29,70.43,40.37,Millets
16,3,41,39.21,64.25,56.31,Cotton
45,3,0,26.52,57.57,36.45,Tobacco
9,0,45,34.53,60.32,35.86,Wheat
20,4,18,29.51,53.95,38.65,Maize
36,3,0,40,80,50.64,Pulses
10,6,32,24.11,60.41,41.46,Barley
7,22,10,24.44,60.46,56.1,Wheat
9,13,33,29.34,45.2,20,Ground Nuts
14,4,34,31.05,53.19,63.73,Ground Nuts
43,0,0,23.13,55.8,33.99,Sugarcane
40,0,1,28.33,43.93,25.2,Tobacco
37,2,0,35.37,57.59,60.56,Cotton
11,10,15,30.74,66.87,53.32,Wheat
10,0,11,23.04,47.21,40.69,Barley
5,1,12,32.11,52.48,33.96,Pulses
12,12,30,27.52,61.83,53.46,Paddy
14,4,34,24.65,52.32,60.58,Paddy
14,0,6,29.71,47.01,64.16,Ground Nuts
22,0,20,34.15,71.52,33.6,Oil seeds
19,0,21,23.74,54.65,41.61,Sugarcane
38,0,0,24.58,45.65,30.81,Cotton
11,3,9,32.75,65.56,34.53,Sugarcane
11,13,34,30.4,61.28,25.58,Paddy
36,0,0,33.96,56.48,62.18,Pulses
8,6,32,37.09,60.97,41.55,Ground Nuts
19,0,18,23.11,52.75,34.6,Pulses
41,2,0,27.41,53.99,29.32,Paddy
28,2,13,25.08,60.16,44.64,Tobacco
35,0,3,21.99,47.5,60.36,Wheat
18,0,42,28.41,58.44,37.48,Oil seeds
40,0,4,31.21,64.21,39.12,Paddy
20,4,18,36.34,65.98,39.34,Ground Nuts
43,0,3,27.51,53.02,38.86,Wheat
42,4,0,36.5,66.66,48.43,Paddy
31,0,0,32.58,49.88,50.8,Oil seeds
18,0,18,22.66,52.77,39.99,Wheat
9,5,30,34.78,71.14,47.75,Millets
5,8,31,28.78,45.77,50.49,Ground Nuts
18,0,42,37.26,69.8,44.45,Sugarcane
17,0,15,31.02,71.81,28.02,Millets
7,16,22,26.05,54.67,33.13,Tobacco
12,0,38,36.85,64.33,49.71,Maize
8,8,27,27.4,63.02,52.99,Sugarcane
24,0,21,33.68,57.45,56.5,Ground Nuts
25,0,21,33.12,60.82,39.61,Ground Nuts
41,4,2,27.99,45.61,37.12,Maize
21,0,25,34.33,62.47,37.74,Tobacco
4,18,21,22.33,50.62,42.7,Tobacco
6,19,22,29.22,70.28,53.37,Tobacco
16,0,38,23.59,61.65,24.77,Paddy
10,0,32,33.15,75.63,42.38,Oil seeds
11,0,41,31.36,53.84,27.06,Ground Nuts
12,0,36,40,63.61,36.05,Wheat
13,3,43,38.04,56.36,50.4,Wheat
33,0,0,22.19,49.39,34.73,Cotton
11,1,14,30.09,63.52,37.48,Paddy
36,2,4,30.57,44.28,55.42,Cotton
26,4,21,29.46,57.44,57.58,Cotton
22,0,19,21.12,49.29,25.08,Millets
31,0,0,31.04,70.01,59.44,Tobacco
36,4,0,23.19,56.16,38.28,Oil seeds
12,0,37,30.91,63.67,38.76,Pulses
6,4,18,29.06,63.72,47.54,Ground Nuts
9,11,30,25.38,51.53,63.5,Ground Nuts
14,9,11,24.56,57.17,20,Maize
42,0,1,32.99,53.49,45.4,Tobacco
24,1,20,30.94,49.64,52.81,Wheat
10,13,12,21.84,58.1,32.37,Wheat
10,0,36,31.2,65.53,61.24,Ground Nuts
12,17,7,27.88,56.24,25.31,Tobacco
8,0,5,30.71,51.6,50.02,Oil seeds
13,0,38,35.35,50.2,38.74,Tobacco
39,3,3,27.77,60.44,28.67,Maize
27,0,21,36.38,69.84,28.62,Tobacco
34,0,0,28.58,59.41,34.2,Sugarcane
45,0,2,23.87,62.47,29.22,Sugarcane
35,0,1,28.72,42.07,47.05,Maize
12,14,7,23.68,41.79,27.14,Tobacco
5,17,21,27.77,59.49,32.14,Wheat
8,0,16,31.06,67.37,38.26,Millets
9,19,19,31.94,59.91,47.92,Sugarcane
20,4,29,35.86,55.82,52.48,Wheat
19,0,34,27.17,66.27,40.8,Maize
37,0,4,32.45,57.72,20.29,Paddy
40,0,3,30.79,55.86,51.44,Maize
42,4,1,32.83,55.5,42.51,Wheat
23,0,18,35.2,70.49,38.88,Wheat
37,0,0,30.64,51.42,38.91,Sugarcane
24,0,20,27.83,53.52,35.02,Wheat
8,14,16,34.85,58.22,40.91,Ground Nuts
15,11,15,27.3,49.21,20.19,Paddy
23,4,25,33.34,69.09,26.48,Sugarcane
43,2,2,35.9,54.1,36.4,Wheat
7,0,11,21.64,49.34,59.85,Ground Nuts
13,1,33,33.09,55.04,57.68,Wheat
17,3,42,27.43,53.4,34.5,Ground Nuts
11,0,39,25.14,52.47,52.19,Paddy
10,4,35,35.99,77.54,34.61,Tobacco
20,0,17,28.74,67.46,41.86,Tobacco
6,8,29,33.03,66.47,60.26,Cotton
33,0,1,23.14,56.97,42.97,Paddy
10,0,33,28.49,50.95,61.26,Oil seeds
10,15,16,24.44,51.85,42.54,Wheat
2,5,34,30.4,59.17,62.79,Ground Nuts
43,0,0,31.12,77.29,39.51,Paddy
3,7,32,30.64,63.54,56.5,Maize
37,0,2,30.29,72.81,52.72,Ground Nuts
6,14,25,30.73,69.57,52.05,Ground Nuts
36,0,0,36.18,60.7,35.67,Wheat
39,4,0,26.01,58.47,25.34,Cotton
12,7,29,31.6,67.29,67.06,Maize
35,0,1,36.17,72.76,41.81,Tobacco
14,2,32,33.49,67.08,35.44,Sugarcane
11,3,39,39.7,66.38,45.01,Ground Nuts
14,0,37,36.31,73.36,38.36,Oil seeds
38,0,0,31.62,57.89,39.02,Barley
7,6,32,31.73,54.97,64.26,Cotton
16,11,11,28.66,59.28,48.06,Maize
43,0,2,30.64,58.08,26.84,Tobacco
34,0,2,37.76,71.09,43.07,Ground Nuts
2,5,27,33.85,61.06,68.59,Pulses
33,0,3,34.95,62.41,33.09,Oil seeds
42,0,0,24.25,54.71,65.01,Sugarcane
6,15,19,27.1,62.84,62.37,Maize
8,7,30,28.94,57.14,30.57,Barley
5,12,9,31.81,70.43,57.66,Sugarcane
13,2,37,28.93,58.65,20,Sugarcane
12,16,15,20.41,46.34,20,Paddy
11,3,41,30.42,61.15,43.96,Oil seeds
41,0,3,30.24,71.18,28.39,Cotton
24,0,18,26.18,52.68,52.49,Maize
6,22,14,26.92,49.33,52.14,Pulses
20,1,31,31.43,58.06,40.83,Maize
12,0,5,37.46,67.14,36.94,Tobacco
